path,class,split
plantwild/extracted/plantwild/images/squash powdery mildew/google_0099.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0126.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0196.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0287.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/73.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0258.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0378.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0354.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0180.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0233.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/65.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0008.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0183.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/2.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/15.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0069.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0024.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0326.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/103.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0362.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0145.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/48.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0295.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0275.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0291.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0152.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/115.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0364.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0252.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0104.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0006.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0244.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0025.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0119.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0036.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/59.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/170.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0315.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0125.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0043.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/82.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0019.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0150.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/41.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0363.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0173.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/30.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0325.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/140.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0182.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0156.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0214.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0247.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/119.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0039.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0093.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0047.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0193.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0002.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0049.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/108.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/62.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0061.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0174.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0005.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0103.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0004.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0157.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0284.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/52.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/51.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0210.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/83.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/18.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/101.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0066.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0329.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0058.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0304.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/44.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0213.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/93.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0109.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0169.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/42.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0138.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/84.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/152.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0010.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0060.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0358.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0014.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/29.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0045.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/129.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0050.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0201.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/45.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0051.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/75.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0162.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/13.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/9.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0063.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0376.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0041.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/7.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0110.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0094.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0308.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0298.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/squash powdery mildew/google_0080.jpg,Squash___Powdery_mildew,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0003.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0087.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0159.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0025.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0177.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/7.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0008.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/6.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0037.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0045.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0023.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0109.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0001.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0089.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0094.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0036.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/11.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0043.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0035.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0154.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0014.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0171.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0123.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0133.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0096.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0093.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0063.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/14.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0152.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0139.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0079.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0188.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0186.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0085.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0080.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/9.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0006.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0000.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0039.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0032.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0124.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0018.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0027.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0030.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0187.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0017.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0062.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0175.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0020.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0013.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0117.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0055.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf scorch/google_0078.jpg,Strawberry___Leaf_scorch,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0366.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0106.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0216.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0294.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0572.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0051.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0574.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0245.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/56.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/7.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0290.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0101.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/77.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0546.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0461.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0543.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0553.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/13.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0393.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/12.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0605.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0260.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/54.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0018.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0480.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0239.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/32.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/47.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/21.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0637.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/3.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0402.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0415.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0477.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0522.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0022.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/1.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0217.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0057.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0255.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0498.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0407.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0258.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/40.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0163.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/57.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/45.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/37.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0458.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0495.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0296.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/18.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0186.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0070.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/39.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/61.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/76.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/20.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0306.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/15.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0368.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/69.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/31.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0222.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/17.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0417.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/49.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0004.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0076.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0089.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0330.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0210.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0142.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/35.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0338.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0187.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/67.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0324.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0405.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/34.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0433.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/42.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0240.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0044.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/9.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0007.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/58.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/72.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/30.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/4.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/29.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/16.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/26.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0116.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0128.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/71.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0038.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/25.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0168.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0178.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0001.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0504.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/14.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/38.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0623.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0616.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0428.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0254.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0006.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0423.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0189.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0201.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0064.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0615.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/22.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0485.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0278.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0342.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/6.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/36.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0054.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/23.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0140.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0526.jpg,Strawberry___healthy,fit
plantwild/extracted/plantwild/images/strawberry leaf/google_0015.jpg,Strawberry___healthy,fit
